4,4.363091945648193,0.08667127043008804
9,1.9118252992630005,0.43784528970718384
14,1.254406213760376,0.6272444725036621
19,1.0006989240646362,0.7260013818740845
24,0.8794875144958496,0.7904005646705627
29,0.9246294498443604,0.8408148884773254
34,0.9579969644546509,0.8596339821815491
39,1.3478492498397827,0.8696478009223938
44,1.5522569417953491,0.8865676522254944
49,1.7446961402893066,0.8838052749633789
54,1.8139439821243286,0.8903660178184509
59,2.048978805541992,0.9048687815666199
64,2.2311036586761475,0.9027969837188721
69,2.4660181999206543,0.8967541456222534
74,2.4482600688934326,0.8998618721961975
79,2.78596830368042,0.8936464190483093
84,2.7979729175567627,0.905386745929718
89,3.0608041286468506,0.8983080387115479
94,2.908747673034668,0.907113254070282
99,3.0045111179351807,0.8983080387115479
104,3.1101629734039307,0.9015883803367615
109,3.4132423400878906,0.8958908915519714
114,3.127106189727783,0.9014157652854919
119,3.2100279331207275,0.9031422734260559
124,3.406510591506958,0.90055251121521
129,3.4494457244873047,0.8986533284187317
134,3.6788229942321777,0.8908839821815491
139,3.4711008071899414,0.9024516344070435
144,3.5588884353637695,0.9007251262664795
149,3.7163889408111572,0.896063506603241
154,3.4285333156585693,0.9040055274963379
159,3.4501521587371826,0.9033148884773254
164,3.642702579498291,0.8839778900146484
169,3.6644508838653564,0.8969268202781677
174,3.808969736099243,0.896063506603241
179,3.6923036575317383,0.9008978009223938
184,3.7179646492004395,0.8995165824890137
189,3.9001383781433105,0.8984806537628174
194,4.236635208129883,0.8964088559150696
199,3.6075596809387207,0.8981353640556335
