epoch,accuracy,loss
0,0.0048397863283753395,5.317864418029785
1,0.005674232263118029,5.30115270614624
2,0.004672897048294544,5.30131721496582
3,0.005340454168617725,5.300556182861328
4,0.005674232263118029,5.29945707321167
5,0.005006675608456135,5.299825668334961
6,0.005340454168617725,5.300314903259277
7,0.004506008233875036,5.299442768096924
8,0.004506008233875036,5.299242973327637
9,0.0036715620663017035,5.2994208335876465
10,0.005507342983037233,5.299980163574219
11,0.004672897048294544,5.2987141609191895
12,0.00517356488853693,5.299252510070801
13,0.0028371161315590143,5.299149990081787
14,0.0038384513463824987,5.29894495010376
15,0.005507342983037233,5.299366474151611
16,0.005006675608456135,5.299147605895996
17,0.005340454168617725,5.300220966339111
18,0.0038384513463824987,5.299734115600586
19,0.004339118953794241,5.299659729003906
20,0.005841121543198824,5.299121379852295
21,0.005006675608456135,5.298674583435059
22,0.004339118953794241,5.2992401123046875
23,0.005340454168617725,5.298802852630615
24,0.005340454168617725,5.2987823486328125
25,0.004339118953794241,5.300454139709473
26,0.004339118953794241,5.299243927001953
27,0.004672897048294544,5.299217224121094
28,0.004339118953794241,5.298841953277588
29,0.004506008233875036,5.299877166748047
30,0.004172229673713446,5.299592018127441
31,0.005674232263118029,5.298878192901611
32,0.0038384513463824987,5.299434185028076
33,0.0048397863283753395,5.298953056335449
34,0.00400534039363265,5.299161434173584
35,0.005006675608456135,5.2985711097717285
36,0.005006675608456135,5.299597263336182
37,0.003504672786220908,5.299275875091553
38,0.006008010823279619,5.298430919647217
39,0.006008010823279619,5.299128532409668
40,0.005006675608456135,5.299151420593262
41,0.006174899637699127,5.299014091491699
42,0.0048397863283753395,5.298968315124512
43,0.00400534039363265,5.299223899841309
44,0.0033377837389707565,5.298936367034912
45,0.00400534039363265,5.29896879196167
46,0.004339118953794241,5.298888206481934
47,0.00400534039363265,5.298976898193359
48,0.004672897048294544,5.298883438110352
49,0.0036715620663017035,5.299591541290283
50,0.0026702270843088627,5.299264430999756
51,0.0048397863283753395,5.299206733703613
52,0.006008010823279619,5.298353672027588
53,0.0025033378042280674,5.299265384674072
54,0.0048397863283753395,5.298776149749756
55,0.005507342983037233,5.2986907958984375
56,0.004672897048294544,5.29888391494751
57,0.0031708944588899612,5.2996087074279785
58,0.00517356488853693,5.298482418060303
59,0.0038384513463824987,5.2991251945495605
60,0.005340454168617725,5.299272537231445
61,0.004339118953794241,5.299222946166992
62,0.005340454168617725,5.298995018005371
63,0.0038384513463824987,5.29899787902832
64,0.0036715620663017035,5.298841953277588
65,0.005340454168617725,5.298923015594482
66,0.003504672786220908,5.298953056335449
67,0.005841121543198824,5.2989420890808105
68,0.004672897048294544,5.298501014709473
69,0.005006675608456135,5.299128532409668
70,0.005006675608456135,5.2989678382873535
71,0.00400534039363265,5.299238681793213
72,0.004172229673713446,5.299182415008545
73,0.005340454168617725,5.2989044189453125
74,0.003504672786220908,5.299096584320068
75,0.004172229673713446,5.29874849319458
76,0.004672897048294544,5.298657417297363
77,0.0031708944588899612,5.298921585083008
78,0.005507342983037233,5.2992682456970215
79,0.005507342983037233,5.298800945281982
80,0.005006675608456135,5.298980712890625
81,0.004339118953794241,5.299039840698242
82,0.003504672786220908,5.298898696899414
83,0.003504672786220908,5.299112796783447
84,0.004172229673713446,5.2991180419921875
85,0.0028371161315590143,5.299078464508057
86,0.005340454168617725,5.298792362213135
87,0.005340454168617725,5.298842430114746
88,0.004172229673713446,5.298648357391357
89,0.003504672786220908,5.2988786697387695
90,0.004172229673713446,5.298924446105957
91,0.00400534039363265,5.298715114593506
92,0.004672897048294544,5.299135208129883
93,0.0048397863283753395,5.298940181732178
94,0.004506008233875036,5.298967361450195
95,0.003504672786220908,5.298801898956299
96,0.0048397863283753395,5.299137592315674
97,0.004172229673713446,5.298886299133301
98,0.004339118953794241,5.299365520477295
99,0.005674232263118029,5.299087047576904
100,0.004339118953794241,5.298625946044922
101,0.004172229673713446,5.299464225769043
102,0.005674232263118029,5.298678874969482
103,0.004339118953794241,5.298962116241455
104,0.005006675608456135,5.299124240875244
105,0.004339118953794241,5.298421382904053
106,0.003504672786220908,5.299147129058838
107,0.004672897048294544,5.2991557121276855
108,0.0028371161315590143,5.299116611480713
109,0.0031708944588899612,5.2989606857299805
110,0.005507342983037233,5.298832893371582
111,0.0031708944588899612,5.298651218414307
112,0.005006675608456135,5.298929691314697
113,0.004672897048294544,5.298913955688477
114,0.005674232263118029,5.299003601074219
115,0.006008010823279619,5.2990522384643555
116,0.0038384513463824987,5.298981189727783
117,0.0036715620663017035,5.2987236976623535
118,0.004339118953794241,5.298662185668945
119,0.004339118953794241,5.299029350280762
120,0.004172229673713446,5.298730850219727
121,0.005507342983037233,5.29857063293457
122,0.0036715620663017035,5.298939228057861
123,0.005507342983037233,5.298586845397949
124,0.0048397863283753395,5.299087047576904
125,0.0048397863283753395,5.298734188079834
126,0.00517356488853693,5.2988080978393555
127,0.00400534039363265,5.2989325523376465
