epoch,accuracy,loss
128,0.0048397863283753395,5.298139572143555
129,0.005507342983037233,5.298811435699463
130,0.004672897048294544,5.298619747161865
131,0.0063417889177799225,5.29827356338501
132,0.006508678197860718,5.297488212585449
133,0.005507342983037233,5.296175479888916
134,0.005507342983037233,5.292931079864502
135,0.004339118953794241,5.291576385498047
136,0.006008010823279619,5.289060115814209
137,0.00517356488853693,5.297032833099365
138,0.006174899637699127,5.286598205566406
139,0.008177570067346096,5.273760795593262
140,0.0076769026927649975,5.266127109527588
141,0.008678237907588482,5.263792037963867
142,0.009846461936831474,5.252846717834473
143,0.008511348627507687,5.227697372436523
144,0.009846461936831474,5.21524715423584
145,0.01285046711564064,5.200746059417725
146,0.012683577835559845,5.193459510803223
147,0.013518024235963821,5.164002418518066
148,0.015020026825368404,5.1247239112854
149,0.01552069466561079,5.07454776763916
150,0.018357809633016586,5.015368461608887
151,0.02036048099398613,4.985140323638916
152,0.02002670243382454,4.941576957702637
153,0.02353137545287609,4.889200687408447
154,0.025867823511362076,4.843118190765381
155,0.026702269911766052,4.794705867767334
156,0.02820427156984806,4.732471942901611
157,0.03354472666978836,4.6848931312561035
158,0.03454606235027313,4.654469966888428
159,0.040554072707891464,4.610766410827637
160,0.04005340486764908,4.555675983428955
161,0.03888517990708351,4.534055709838867
162,0.04506007954478264,4.4932708740234375
163,0.04823097586631775,4.4442291259765625
164,0.05240320414304733,4.371068000793457
165,0.05290387198328972,4.364084720611572
166,0.053738318383693695,4.34035062789917
167,0.05674232169985771,4.288987636566162
168,0.06241655722260475,4.25166130065918
169,0.06391856074333191,4.204579830169678
170,0.06708945333957672,4.161628723144531
171,0.06291722506284714,4.120842933654785
172,0.07393191009759903,4.076474189758301
173,0.08661548793315887,4.026851654052734
174,0.08160880953073502,4.014095783233643
175,0.09429238736629486,3.963016986846924
176,0.0962950587272644,3.8943395614624023
177,0.10964619368314743,3.8563804626464844
178,0.11582109332084656,3.809110641479492
179,0.11515353620052338,3.7741787433624268
180,0.11548731476068497,3.7550299167633057
181,0.12249666452407837,3.690255641937256
182,0.13434579968452454,3.6423609256744385
183,0.15420560538768768,3.5508522987365723
184,0.14102135598659515,3.5614354610443115
185,0.15453939139842987,3.508716344833374
186,0.1608811765909195,3.482656478881836
187,0.16939252614974976,3.442307949066162
188,0.18524698913097382,3.3843464851379395
189,0.18991988897323608,3.3312151432037354
190,0.20160213112831116,3.274787187576294
191,0.20944592356681824,3.228374481201172
192,0.20944592356681824,3.193403959274292
193,0.2281375229358673,3.1249566078186035
194,0.2429906576871872,3.0603737831115723
195,0.2468291074037552,3.021641254425049
196,0.24916554987430573,3.0027413368225098
197,0.25851133465766907,2.9579384326934814
198,0.27620160579681396,2.9017481803894043
199,0.2888851761817932,2.854726552963257
